Cald's Custom Universe
SEC,East,West,,,,,,,,,,,
ACC,Atlantic,Coastal,,,,,,,,,,,
Big Ten,East,West,,,,,,,,,,,
Big 12,Sheriff,Outlaw,,,,,,,,,,,
Pac 12,North,South,,,,,,,,,,,
AAC,East,West,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
PLAYER,ASU,CB,Chase Lucas,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ASU,RB,Trelon Smith,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ASU,WR,Kyle Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,TE,Jared Bubak,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ASU,LB,Khaylan Kearse-Thomas,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,DL,Jermayne Lole,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,S,Evan Fields,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,LB,Koron Crump,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,OL,Zach Robertson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,OL,Alex Losoya,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,LB,Tyler Johnson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,S,Dasmond Tautalatasi,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,LB,Reggie Hughes,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,S,Aashari Crosswell,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,S,Demonte King,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,OL,Casey Tucker,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,DL,Dougladson Subtyl,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,OL,Jarrett Bell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,DL,Shannon Forman,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,CB,Terin Adams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ASU,LB,Merlin Robertson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,K,Brandon Ruiz,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ASU,DL,Jalen Bates,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,RB,Brock Sturges,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ASU,QB,Dillon Sterling-Cole,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ASU,TE,Tommy Hudson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ASU,DL,D.J. Davidson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,LB,Darien Butler,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,OL,Cole Cabral,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,OL,Cade Cote,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,OL,Tyson Rising,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,TE,Ceejhay French-Love,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ASU,LB,Kyle Soelle,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,LB,Malik Lawal,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,DL,Jordan Hoyt,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,LB,Stanley Lambert,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,DL,Darius Slade,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,DL,Michael Matus,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ASU,S,Ty Thomas,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,RB,A.J. Carter,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ASU,QB,Ryan Kelley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ASU,WR,Geordon Porter,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,OL,Quinn Bailey,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ASU,CB,Kobe Williams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ASU,WR,N'Keal Harry,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,WR,Terrell Chatman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,LB,Nick Ralston,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,WR,Brandon Aiyuk,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,S,Joey Bryant,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ASU,WR,Ryan Newsome,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,WR,John Humphrey,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ASU,LB,JayJay Wilson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ASU,WR,Curtis Hodges,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,OL,Hjalte Froholdt,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,QB,Cole Kelley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARK,K,Blake Johnson,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ARK,S,Kevin Richardson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,CB,Jarques McClellion,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,S,Santos Ramirez,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,K,Reid Bauer,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ARK,CB,Montaric Brown,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,DL,Dorian Gerald,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,DL,Gabe Richardson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,DL,Billy Ferrell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,DL,Armon Watts,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,DL,Nick Fulwider,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,LB,Alexy Jean-Baptiste,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,DL,Randy Ramsey,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,CB,Ladarrius Bishop,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,LB,Dre Greenlaw,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,WR,Michael Woods,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,RB,Devwah Whaley,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARK,RB,Maleek Williams,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARK,DL,Jonathan Marshall,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,CB,Jordon Curtis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,S,Derrick Munson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,LB,Deon Edwards,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,OL,Noah Gatlin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,WR,La'Michael Pettway,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,OL,Dalton Wagner,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,OL,Austin Capps,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,WR,Chase Harrell,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,OL,Colton Jackson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,TE,Austin Cantrell,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ARK,OL,Brian Wallace,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,OL,Shane Clenin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,LB,Hayden Henry,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,RB,T.J. Hammonds,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARK,LB,Grant Morgan,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,QB,Ty Storey,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARK,WR,Jordan Jones,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,DL,Michael Taylor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,QB,Connor Noland,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARK,WR,Deon Stewart,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,S,D'Vone McClure,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,LB,Bumper Pool,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,DL,Briston Guidry,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,LB,De'Jon Harris,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,OL,Johnny Gibson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,OL,Ty Clary,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,LB,Dee Walker,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,CB,Micahh Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,DL,T.J. Smith,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,TE,Cheyenne O'Grady,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ARK,OL,Kirby Adcock,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARK,S,Myles Mason,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,DL,McTelvin Agim,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,CB,Ryan Pulley,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,RB,Chase Hayden,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARK,DL,Jamario Bell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARK,TE,Jeremy Patton,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ARK,S,Joseph Foucha,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,WR,Jared Cornelius,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,S,Kamren Curl,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARK,WR,De'Vion Warren,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,RB,Rakeem Boyd,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARK,CB,Britto Tutt,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARK,WR,Jimmie Stoudemire,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,LB,Giovanni LaFrance,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARK,K,Connor Limpert,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ARK,WR,Koilan Jackson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARK,S,Nate Dalton,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Kell Walker,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Jordan Asberry,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Jarrod Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,S,Cameron Jones,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Jeff Panara,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,S,Ryan Velez,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,QB,Cam Thomas,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Jalen Sharp,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Ryan Parker,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Chandler Ramirez,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,QB,Michael Mbony,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Connor Slomka,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Artice Hobbs,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,QB,Kelvin Hopkins,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Donnell Diego,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Cade Barnard,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Austin Schuffert,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,TE,Zach Saum,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ARMY,OL,JB Hunter,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,WR,Cam Harrison,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARMY,WR,Kjetil Cline,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARMY,QB,Luke Langdon,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ARMY,K,Nick Schrage,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Mike Johnson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Kwabena Bonsu,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Alex Herndon,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Rod Stoddard,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Calen Holt,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Jack Sides,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,WR,Christian Hayes,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Bryce Holland,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Kenneth Brinson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Hunter Brabham,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Peyton Reeder,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Wunmi Oyetuga,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Edriece Patterson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Marcus Hyatt,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Ted Wages,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Fred Cooper,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,TE,Quinten Parker,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Luke McCleery,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Jeremiah Lowery,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,K,Landon Salyers,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Mike Gerber,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Cordarrell Davis,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Jaxson Deaton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Javhari Bourdeau,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Raymond Wright,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,LB,James Nachtigal,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,WR,Ke'Shaun Wells,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARMY,S,Glen Coates,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,S,Jaylon McClinton,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Zack Boobas,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Jacob Covington,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Jake Ellington,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Amadeo West,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Andy Davidson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,S,Gibby Gibson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Justin Thomas,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,WR,Chris Gregg,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ARMY,DL,Connor Smith,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ARMY,RB,Darnell Woolfolk,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ARMY,OL,Will Huff,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Mike Reynolds,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Morgan Ernst,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,CB,Elijah Riley,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Aaron Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ARMY,S,Max Regan,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ARMY,LB,Cole Christiansen,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,LB,Montavious Atkinson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,WR,Shedrick Jackson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,WR,Eli Stove,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,CB,Jamel Dean,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,S,Smoke Monday,Fr,70,195,55,55,55,55,55,55,55
PLAYER,AUB,RB,Devan Barrett,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,CB,Javarius Davis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,WR,Ryan Davis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,CB,Christian Tutt,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,RB,Asa Martin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,OL,Tashawn Manning,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,DL,Dontavius Russell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,LB,K.J. Britt,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,DL,Marlon Davidson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,DL,Coynis Miller,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,DL,BigKat Bryant,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,S,Jamien Sherwood,Fr,70,195,55,55,55,55,55,55,55
PLAYER,AUB,K,Aidan Marshall,Fr,67,180,55,55,55,55,55,55,55
PLAYER,AUB,RB,Kam Martin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,DL,Richard Jibunor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,RB,Harold Joiner,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,S,Malcolm Askew,Fr,70,195,55,55,55,55,55,55,55
PLAYER,AUB,RB,Shaun Shivers,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,TE,John S.,Fr,72,240,55,55,55,55,55,55,55
PLAYER,AUB,TE,Tucker Brown,Fr,72,240,55,55,55,55,55,55,55
PLAYER,AUB,DL,T.D. Moultry,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,RB,JaTarvious Whitlow,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,WR,Anthony Schwartz,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,OL,Calvin Ashley,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,LB,Richard McBryde,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,RB,Chandler Cox,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,LB,Michael Harris,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,CB,Noah Igbinoghene,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,OL,Marquel Harrell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,OL,Bailey Sharp,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,OL,Jack Driscoll,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,DL,Nick Coe,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,LB,Chandler Wooten,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,LB,Deshaun Davis,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,WR,Darius Slayton,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,RB,Spencer Nigh,Fr,68,220,55,55,55,55,55,55,55
PLAYER,AUB,QB,Joey Gatewood,Fr,74,215,55,55,55,55,55,55,55
PLAYER,AUB,QB,Malik Willis,Fr,74,215,55,55,55,55,55,55,55
PLAYER,AUB,WR,Marquis McClain,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,OL,Prince M.,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,DL,Tyrone Truesdell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,DL,Derrick Brown,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,OL,Nick Brahms,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,WR,Seth Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,OL,Austin Troxell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,DL,Alec Jackson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,LB,Zakoby McClain,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,OL,Mike Horton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,S,Jeremiah Dinson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,AUB,CB,Jordyn Peters,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,S,Daniel Thomas,Fr,70,195,55,55,55,55,55,55,55
PLAYER,AUB,DL,DaQuan Newkirk,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,DL,Andrew Williams,Fr,72,285,55,55,55,55,55,55,55
PLAYER,AUB,LB,Darrell Williams,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,K,Anders Carlson,Fr,67,180,55,55,55,55,55,55,55
PLAYER,AUB,LB,Josh Marsh,Fr,71,235,55,55,55,55,55,55,55
PLAYER,AUB,CB,Roger McCreary,Fr,69,200,55,55,55,55,55,55,55
PLAYER,AUB,WR,Will Hastings,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,OL,Kaleb Kim,Fr,73,295,55,55,55,55,55,55,55
PLAYER,AUB,WR,Sal Cannella,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,WR,Matthew Hill,Fr,74,205,55,55,55,55,55,55,55
PLAYER,AUB,QB,Jarrett Stidham,Fr,74,215,55,55,55,55,55,55,55
PLAYER,AUB,QB,Cord Sandberg,Fr,74,215,55,55,55,55,55,55,55
PLAYER,AUB,OL,Prince-Tega Wanogho,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Blake Blackmar,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Connor Galvin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,S,Verkedric Vaughns,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,CB,Harrison Hand,Fr,69,200,55,55,55,55,55,55,55
PLAYER,BAY,CB,Grayland Arnold,Fr,69,200,55,55,55,55,55,55,55
PLAYER,BAY,RB,Koby Bullard,Fr,68,220,55,55,55,55,55,55,55
PLAYER,BAY,S,Connor Stanton,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,DL,Chidi Ogbonnaya,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,RB,John Lovett,Fr,68,220,55,55,55,55,55,55,55
PLAYER,BAY,DL,Tyrone Hunt,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,DL,Ira Lewis,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,DL,James Lockhart,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,DL,Bravvion Roy,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,OL,Christian Beard,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,DL,B.J. Thompson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,LB,Chad Kelly,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,CB,Derrek Thomas,Fr,69,200,55,55,55,55,55,55,55
PLAYER,BAY,RB,Trestan Ebner,Fr,68,220,55,55,55,55,55,55,55
PLAYER,BAY,WR,Marques Jones,Fr,74,205,55,55,55,55,55,55,55
PLAYER,BAY,DL,Deonte Williams,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,CB,Kalon Barnes,Fr,69,200,55,55,55,55,55,55,55
PLAYER,BAY,K,Connor Martin,Fr,67,180,55,55,55,55,55,55,55
PLAYER,BAY,DL,Xavier Jones,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,DL,Greg Roberts,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,TE,Jamie Jacobs,Fr,72,240,55,55,55,55,55,55,55
PLAYER,BAY,DL,Cole Maxwell,Fr,72,285,55,55,55,55,55,55,55
PLAYER,BAY,OL,Ty Smith,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,S,Christian Morgan,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,LB,Terrel Bernard,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,LB,Jalen Pitre,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,OL,Josh Malin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Patrick Lawrence,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Jason Moore,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Jackson Kimble,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,WR,Jalen Hurd,Fr,74,205,55,55,55,55,55,55,55
PLAYER,BAY,LB,Bryson Jackson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,RB,JaMycal Hasty,Fr,68,220,55,55,55,55,55,55,55
PLAYER,BAY,LB,Clay Johnston,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,WR,Tony Nicholson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,BAY,OL,Casey Phillips,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,QB,Charlie Brewer,Fr,74,215,55,55,55,55,55,55,55
PLAYER,BAY,QB,Gerry Bohanon,Fr,74,215,55,55,55,55,55,55,55
PLAYER,BAY,K,Drew Galitz,Fr,67,180,55,55,55,55,55,55,55
PLAYER,BAY,TE,Tyler Henderson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,BAY,LB,Ross Matiscik,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,OL,Xavier Newman,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,OL,Eleasah Anderson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,S,Jairon McVea,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,WR,Pooh Stricklin,Fr,74,205,55,55,55,55,55,55,55
PLAYER,BAY,LB,Jordan Williams,Fr,71,235,55,55,55,55,55,55,55
PLAYER,BAY,WR,Jared Atkinson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,BAY,OL,Jake Fruhmorgen,Fr,73,295,55,55,55,55,55,55,55
PLAYER,BAY,S,Chris Miller,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,CB,Raleigh Texada,Fr,69,200,55,55,55,55,55,55,55
PLAYER,BAY,S,JT Woods,Fr,70,195,55,55,55,55,55,55,55
PLAYER,BAY,OL,Princeton Pines,Fr,73,295,55,55,55,55,55,55,55
